id,medicament_id,medicament_interaction
7433,4990,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7434,4990,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7435,4991,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7436,4991,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7437,4992,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7438,4992,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7439,4993,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7440,4993,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7441,4995,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7442,4995,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7443,4996,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7444,4996,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7445,4997,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7446,4997,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7447,4998,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7448,4998,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7449,4999,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7450,4999,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7451,5000,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7452,5000,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7453,5001,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7454,5001,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7455,5003,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7456,5003,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7457,5006,"Informez votre médecin si vous prenez un médicament favorisant les torsades de pointes (antiarythmique, antidépresseur imipraminique, neuroleptique...), un traitement prédisposant aux convulsions (théophylline, AINS...), un anticoagulant oral (un contrôle plus fréquent de l'INR peut être nécessaire) ou un médicament contenant du probénécide, de la cimétidine ou de la ciclosporine."
7458,5006,"Il est préférable de respecter un délai de 2 heures entre la prise de ce médicament et celle des pansements digestifs (contenant des sels d'aluminium, de calcium ou de magnésium) ou des médicaments contenant du fer, du zinc ou du sucralfate."
7459,5007,Ce médicament ne doit pas être associé un IMAO non sélectif et les neuroleptiques utilisés dans le traitement des vomissements : risque d'annulation de leurs effets.
7460,5007,"La prise conjointe de médicaments dopaminergiques et de neuroleptiques utilisés dans les troubles psychiques est généralement contre-indiquée, sauf dans le cas de la maladie de Parkinson. Le médecin en tient compte alors dans la posologie."
7461,5007,"Informez votre médecin si vous prenez un médicament susceptible d'entraîner une hypotension orthostatique (notamment certains antidépresseurs, antihypertenseurs, antinauséeux ou antalgiques) ou un médicament contenant de la méthyldopa, de l'adrénaline ou de la phénytoïne.."
7462,5007,Respectez un intervalle minimal de 2 heures entre la prise de ce médicament et celle de médicament contenant du fer.
7463,5008,"Ce médicament ne doit pas être associé aux neuroleptiques utilisés en cas de vomissements (alizapride, métoclopramide, métopimazine) ou à la réserpine : risque d'annulation de leurs effets."
7464,5008,"La prise conjointe de lévodopa et de neuroleptiques utilisés dans les troubles psychiques est généralement contre-indiquée, sauf dans le cas de la maladie de Parkinson. Le médecin en tient compte alors dans la posologie."
7465,5008,"Informez votre médecin si vous prenez un antuhypertenseur ou un médicament contenant un IMAO, de la tétrabénazine, de la méthyldopa, de la spiramycine, du fer, du baclofène ou de la dapoxétine."
7466,5009,Ce médicament ne doit pas être associé un IMAO non sélectif et les neuroleptiques utilisés dans le traitement des vomissements : risque d'annulation de leurs effets.
